GCF_019668685.1; 928939; 24885; .70612; Spirochaetota 
GCF_019703225.1; 5636208; 160585; .42824; Pseudomonadota 
GCF_019551355.1; 2829729; 77515; .66768; Bacillota 
GCF_019464555.1; 3908250; 110000; .53773; Bacillota 
GCF_019466035.1; 7127078; 174695; .36966; Pseudomonadota 
GCF_019703365.1; 2029212; 60300; .61351; Pseudomonadota 
GCF_019703385.1; 2029282; 60275; .61350; Pseudomonadota 
GCF_019645855.1; 5452857; 134510; .33428; Actinomycetota 
GCF_019598965.1; 7580743; 182520; .27097; Actinomycetota 
GCF_019645915.1; 4893366; 145605; .47950; Pseudomonadota 
GCF_019581175.1; 7729754; 175430; .28115; Actinomycetota 
GCF_019645835.1; 5764308; 142940; .33185; Actinomycetota 
GCF_019645935.1; 2725481; 72505; .34272; Bacillota 
GCF_019599025.1; 5513522; 137855; .38416; Pseudomonadota 
GCF_019466095.1; 6652286; 171530; .34063; Pseudomonadota 
GCF_019670285.1; 5182400; 152550; .47846; Pseudomonadota 
GCF_019669025.1; 927356; 24770; .70633; Spirochaetota 
GCF_019670265.1; 5039848; 147550; .47852; Pseudomonadota 
GCF_019645975.1; 5340710; 165650; .49586; Pseudomonadota 
GCF_019551415.1; 3011429; 84475; .66709; Bacillota 
GCF_019645875.1; 6238892; 155125; .33841; Actinomycetota 
GCF_019703405.1; 1899729; 56085; .61616; Pseudomonadota 
GCF_019703455.1; 1851075; 54400; .61633; Pseudomonadota 
GCF_019464635.1; 4868718; 125525; .46448; Pseudomonadota 
GCF_019668705.1; 928321; 24895; .70611; Spirochaetota 
GCF_019468565.1; 10587729; 265205; .28759; Actinomycetota 
GCF_019599045.1; 3702569; 98110; .34380; Pseudomonadota 
GCF_019551675.1; 4089959; 111480; .53360; Bacillota 
GCF_019466145.1; 6541905; 167880; .33934; Pseudomonadota 
GCF_019670305.1; 5140623; 151375; .47880; Pseudomonadota 
GCF_019646015.1; 4661052; 153015; .49329; Pseudomonadota 
GCF_019668665.1; 928667; 24845; .70608; Spirochaetota 
GCF_019464595.1; 3994219; 108355; .53263; Bacillota 
GCF_019669085.1; 937638; 24580; .71726; Spirochaetota 
GCF_019703495.1; 1864850; 54815; .61652; Pseudomonadota 
GCF_019551735.1; 3256508; 80895; .45978; Actinomycetota 
GCF_019645995.1; 4779942; 156735; .49327; Pseudomonadota 
GCF_019599005.1; 5804242; 141970; .40635; Pseudomonadota 
GCF_019669005.1; 928367; 25005; .70606; Spirochaetota 
GCF_019599065.1; 4626064; 151925; .49278; Pseudomonadota 
GCF_019551815.1; 4810739; 156645; .49233; Pseudomonadota 
GCF_019551475.1; 2798389; 65885; .52251; Bacteroidota 
GCF_019668925.1; 928491; 24865; .70603; Spirochaetota 
GCF_019645955.1; 4968468; 142690; .46643; Pseudomonadota 
GCF_019464495.1; 3494097; 86080; .35614; Actinomycetota 
GCF_019669245.1; 2924779; 80420; .66633; Bacillota 
GCF_019703525.1; 1933642; 57415; .61548; Pseudomonadota 
GCF_019469165.1; 2464607; 66740; .64554; Pseudomonadota 
GCF_019599085.1; 5189697; 125420; .53596; Pseudomonadota 
GCF_019551375.1; 2990879; 82970; .66731; Bacillota 
GCF_019703425.1; 1878329; 55370; .61637; Pseudomonadota 
GCF_019669165.1; 2928875; 80585; .66628; Bacillota 
GCF_019469185.1; 2822893; 74985; .64792; Pseudomonadota 
GCF_019469205.1; 2879851; 74230; .62501; Pseudomonadota 
GCF_019653615.1; 2977170; 83605; .66721; Bacillota 
GCF_019703545.1; 1950100; 57945; .61576; Pseudomonadota 
GCF_019646095.1; 6049481; 147910; .35680; Pseudomonadota 
GCF_019599105.1; 4186915; 143820; .55971; Bacillota 
GCF_019551855.1; 4875179; 159100; .49225; Pseudomonadota 
GCF_019551835.1; 4855751; 158385; .49254; Pseudomonadota 
GCF_019551945.1; 2344292; 60470; .72180; Fusobacteriota 
GCF_019703575.1; 1861478; 54260; .61696; Pseudomonadota 
GCF_019599125.1; 4495814; 110465; .55472; Pseudomonadota 
GCF_019469225.1; 2372215; 57115; .68702; Bacteroidota 
GCF_019665765.1; 3646615; 96605; .51886; Pseudomonadota 
GCF_019599145.1; 10813116; 243875; .29636; Actinomycetota 
GCF_019703595.1; 1962592; 58010; .61550; Pseudomonadota 
GCF_019469245.1; 2354503; 57050; .68793; Bacteroidota 
GCF_019552005.1; 2103868; 54225; .72221; Fusobacteriota 
GCF_019665785.1; 3664538; 98310; .51819; Pseudomonadota 
GCF_019703615.1; 1856253; 54255; .61660; Pseudomonadota 
GCF_019469265.1; 2242820; 57820; .61832; Bacillota 
GCF_019602835.1; 4097536; 105955; .33937; Pseudomonadota 
GCF_019552045.1; 2589372; 67640; .72561; Fusobacteriota 
GCF_019703635.1; 1863724; 55030; .61691; Pseudomonadota 
GCF_019602855.1; 7737384; 192610; .36058; Pseudomonadota 
GCF_019469325.1; 1983142; 52650; .62232; Bacillota 
GCF_019603315.1; 3853118; 95680; .41125; Verrucomicrobiota 
GCF_019552065.1; 2611025; 67805; .72431; Fusobacteriota 
GCF_019703655.1; 1867669; 55110; .61655; Pseudomonadota 
GCF_019469345.1; 2353598; 62600; .62367; Bacillota 
GCF_019603335.1; 4025004; 109385; .53413; Bacillota 
GCF_019552085.1; 2578033; 65205; .72211; Fusobacteriota 
GCF_019703675.1; 1931617; 57015; .61732; Pseudomonadota 
GCF_019552105.1; 2325273; 59380; .72404; Fusobacteriota 
GCF_019469365.1; 2204851; 55960; .61880; Bacillota 
GCF_019703695.1; 1959688; 58775; .61489; Pseudomonadota 
GCF_019552125.1; 2553266; 65990; .72370; Fusobacteriota 
GCF_019469425.1; 2289550; 52080; .40064; Actinomycetota 
GCF_019703715.1; 1836127; 53930; .61704; Pseudomonadota 
GCF_019552145.1; 2325971; 59720; .64578; Bacteroidota 
GCF_019469465.1; 3156640; 79345; .54966; Bacillota 
GCF_019552165.1; 2227937; 56175; .64557; Bacteroidota 
GCF_019469485.1; 5051470; 147390; .47964; Pseudomonadota 
GCF_019703735.1; 1929710; 56810; .61608; Pseudomonadota 
GCF_019703755.1; 2002230; 59285; .61614; Pseudomonadota 
GCF_019844075.1; 4264697; 112810; .30018; Actinomycetota 
GCF_019857505.1; 7246739; 188265; .34648; Pseudomonadota 
GCF_019880205.1; 4868966; 130640; .45134; Pseudomonadota 
GCF_019857245.1; 6846907; 178400; .34228; Pseudomonadota 
GCF_019880485.1; 4329382; 118755; .54017; Bacillota 
GCF_019793815.1; 4567309; 111715; .34020; Pseudomonadota 
GCF_019880385.1; 3615312; 96810; .28495; Actinomycetota 
GCF_019797765.1; 4254155; 106285; .25727; Actinomycetota 
GCF_019822885.1; 2844365; 84160; .58766; Pseudomonadota 
GCF_019720855.1; 7518880; 201015; .34933; Pseudomonadota 
GCF_016066915.1;3476845;6595;.44306;Bacillota
GCF_016126935.1;5066819;9354;.65728;Pseudomonadota
GCF_016127935.1;2524799;4803;.39253;Bacillota
GCF_016406425.1;3184144;6174;.38047;Bacillota
GCF_016132445.1;2862453;5341;.55973;Pseudomonadota
GCF_016027855.1;4611811;8557;.53978;Pseudomonadota
GCF_016404485.2;5526119;10963;.50718;Pseudomonadota
GCF_016067215.1;2816915;5656;.32930;Bacillota
GCF_016127955.1;3230277;5335;.68023;Actinomycetota
GCF_016126975.1;1808087;3618;.37646;Bacillota
GCF_016027975.1;2615268;5316;.35554;Bacillota
GCF_016406035.3;4945267;9302;.51906;Pseudomonadota
GCF_016350125.1;1797812;3802;.30802;Campylobacterota
GCF_016406465.1;3387796;6630;.37901;Bacillota
GCF_016127975.1;2414021;4143;.63795;Actinomycetota
GCF_016406105.1;4524447;8926;.54213;Bacillota
GCF_016406545.1;3226955;6250;.38032;Bacillota
GCF_016132545.1;4129553;7400;.56344;Pseudomonadota
GCF_016028175.1;1937705;3748;.41514;Bacillota
GCF_016406125.1;5352212;9949;.48480;Bacillota
GCF_016406365.1;3223663;6256;.38033;Bacillota
GCF_016403085.1;5944885;11793;.56783;Pseudomonadota
GCF_016127535.1;2347803;4390;.39837;Bacillota
GCF_016127015.1;2438699;4604;.59280;Actinomycetota
GCF_016134915.1;6634592;12273;.65691;Pseudomonadota
GCF_016403105.1;4769089;8370;.57465;Cyanobacteriota
GCF_016127035.1;2121622;4407;.39354;Bacillota
GCF_016406585.1;3209947;6204;.38051;Bacillota
GCF_016070565.1;6379695;12741;.35476;Bacillota
GCF_016127555.1;1955692;3750;.41715;Bacillota
GCF_016134935.2;6277016;11437;.60031;Pseudomonadota
GCF_016406145.1;5927967;10919;.61137;Pseudomonadota
GCF_016028295.1;2244283;4267;.37686;Bacillota
GCF_016127075.1;2193797;4637;.37110;Bacillota
GCF_016237985.1;5325256;10195;.57631;Pseudomonadota
GCF_016127575.1;7508668;13775;.65939;Pseudomonadota
GCF_016128075.1;2685348;4464;.72348;Actinomycetota
GCF_016128055.1;2034703;3891;.42316;Bacillota
GCF_016070795.1;3873237;7206;.56836;Pseudomonadota
GCF_016250455.1;3200898;6347;.56385;Pseudomonadota
GCF_016403875.2;5196332;10048;.50801;Pseudomonadota
GCF_016028255.1;2049628;3981;.41263;Bacillota
GCF_016406165.1;5139174;9681;.65673;Pseudomonadota
GCF_016127595.1;2455479;4641;.27804;Fusobacteriota
GCF_016128095.1;2201507;4354;.39902;Bacillota
GCF_016127115.1;2088288;4050;.42736;Pseudomonadota
GCF_016403145.1;6006831;11110;.58247;Pseudomonadota
GCF_016127095.1;2380322;4103;.63790;Actinomycetota
GCF_016406645.1;1822223;3674;.33471;Campylobacterota
GCF_016028435.1;4572505;8582;.65220;Pseudomonadota
GCF_016028275.1;2603517;5075;.35034;Bacillota
GCF_016406205.1;4599171;8379;.40576;Pseudomonadota
GCF_016028495.1;5030830;9718;.52167;Pseudomonadota
GCF_016406225.1;2260118;4306;.32585;Bacillota
GCF_016028475.1;5119381;9612;.57580;Pseudomonadota
GCF_016403675.2;5763674;11512;.50722;Pseudomonadota
GCF_016413705.1;2888420;5686;.33247;Bacillota
GCF_016071195.1;5006366;9645;.51891;Pseudomonadota
GCF_016313165.1;4007201;8155;.45948;Bacillota
GCF_016406605.1;3211788;6261;.38119;Bacillota
GCF_016127615.1;2864309;5047;.58431;Actinomycetota
GCF_016128135.1;2295366;4653;.39801;Bacillota
GCF_016128115.1;4389399;8022;.41764;Pseudomonadota
GCF_016403975.2;5242693;9933;.50769;Pseudomonadota
GCF_016403625.2;5695021;11329;.50629;Pseudomonadota
GCF_016406185.1;4051167;8018;.46582;Bacillota
GCF_016127635.1;3625590;7056;.42622;Bacillota
GCF_016071735.1;5429742;10371;.57199;Pseudomonadota
GCF_016105505.1;7246656;13602;.65388;Pseudomonadota
GCF_016404165.2;5473108;10683;.50710;Pseudomonadota
GCF_016127175.1;2158953;3821;.38907;Bacillota
GCF_016413685.1;6842372;12163;.62776;Pseudomonadota
GCF_016127055.1;2510517;4777;.35578;Bacillota
GCF_016404015.2;5440932;10648;.50678;Pseudomonadota
GCF_016128035.1;4123832;7528;.56483;Pseudomonadota
GCF_016406405.1;3259881;6396;.37977;Bacillota
GCF_016127655.1;3593446;7040;.67004;Pseudomonadota
GCF_016128155.1;2060100;4164;.38649;Bacillota
GCF_016028635.1;4092650;7700;.64053;Pseudomonadota
GCF_016105885.1;6743509;12383;.65889;Pseudomonadota
GCF_016127135.1;2544150;5077;.35501;Bacillota
GCF_016415025.1;3272828;6385;.38010;Bacillota
GCF_016313205.1;2428982;4628;.40755;Pseudomonadota
GCF_016127695.1;5483451;10938;.50644;Pseudomonadota
GCF_016267665.1;3420759;6450;.71041;Actinomycetota
GCF_016105665.1;6559763;11996;.65981;Pseudomonadota
GCF_016127675.1;1898878;3904;.31560;Campylobacterota
GCF_016071375.1;2736786;5364;.28285;Bacillota
GCF_016313185.1;6258356;11807;.67261;Actinomycetota
GCF_016127735.1;2019836;3838;.41623;Bacillota
GCF_016128175.1;2545258;4488;.71046;Actinomycetota
GCF_016128195.1;6679722;11810;.63211;Pseudomonadota
GCF_016028655.1;4592073;8519;.63594;Pseudomonadota
GCF_016413725.1;2866638;5710;.33249;Bacillota
GCF_016127215.1;2168476;4098;.39568;Pseudomonadota
GCF_016313225.1;2116588;4370;.37239;Bacillota
GCF_016350005.1;4124748;7977;.39222;Pseudomonadota
GCF_016107485.1;6353911;11584;.66132;Pseudomonadota
GCF_016415085.1;2210805;4145;.37695;Pseudomonadota
GCF_016404325.2;5353491;10285;.50669;Pseudomonadota
GCF_016128235.1;4705408;8938;.49919;Pseudomonadota
GCF_016415045.1;2030951;3913;.37609;Pseudomonadota
GCF_016028715.1;1855813;3635;.50880;Pseudomonadota
GCF_016415105.1;3232822;6286;.38089;Bacillota
GCF_016350085.1;4141221;7996;.39233;Pseudomonadota
GCF_016028695.1;1762632;3514;.37517;Bacillota
GCF_016415005.1;2030658;3901;.37607;Pseudomonadota
GCF_016126675.1;3215788;6271;.38027;Bacillota
GCF_016028675.1;3898931;7116;.38277;Pseudomonadota
GCF_016406625.1;2630664;5012;.32487;Bacillota
GCF_016415145.1;2031950;3963;.37595;Pseudomonadota
GCF_016028515.1;4449620;8355;.63221;Pseudomonadota
GCF_016127155.1;3899442;6893;.67956;Actinomycetota
GCF_016127255.1;2141091;4239;.39264;Bacillota
GCF_016128215.1;1972770;4036;.37632;Bacillota
GCF_016127195.1;4607968;8528;.58813;Pseudomonadota
GCF_016117655.1;2772292;5014;.41456;Spirochaetota
GCF_016127815.1;2094150;4067;.42418;Bacillota
GCF_016415165.1;1994973;3795;.37629;Pseudomonadota
GCF_016127295.1;2101706;4200;.37969;Bacillota
GCF_016128275.1;4795786;8856;.53733;Pseudomonadota
GCF_016350065.1;4139342;8001;.39237;Pseudomonadota
GCF_016126695.1;2571524;4788;.38063;Bacillota
GCF_016028735.1;2868267;5463;.44979;Pseudomonadota
GCF_016127755.1;7617644;13528;.66366;Pseudomonadota
GCF_016028755.1;2466276;4359;.44001;Pseudomonadota
GCF_016127235.1;2867287;5136;.37262;Bacillota
GCF_016128255.1;2240738;4587;.38088;Bacillota
GCF_016415185.1;2210827;4029;.37694;Pseudomonadota
GCF_016127795.1;4482290;8365;.62733;Pseudomonadota
GCF_016127275.1;1983227;4063;.38036;Bacillota
GCF_016127835.1;4795687;9247;.52115;Pseudomonadota
GCF_016127715.1;2375848;4727;.32637;Bacillota
GCF_016127855.1;3191525;5322;.67444;Actinomycetota
GCF_016110345.1;2334157;4620;.54134;Pseudomonadota
GCF_016127775.1;1773823;3467;.37714;Bacillota
GCF_016128295.1;8967317;15423;.71469;Actinomycetota
GCF_016126715.1;2662467;5038;.37873;Bacillota
GCF_016128315.1;2855826;5766;.33071;Bacillota
GCF_016028795.1;2198111;4650;.36928;Bacillota
GCF_016028775.1;2373041;4527;.42181;Pseudomonadota
GCF_016415225.1;2025114;3919;.37593;Pseudomonadota
GCF_016126735.1;2638535;4948;.38017;Bacillota
GCF_016127315.1;7074613;12682;.67688;Pseudomonadota
GCF_016127875.1;2064066;4114;.38131;Bacillota
GCF_016127335.1;2874837;5586;.37756;Bacillota
GCF_016415245.1;2210660;4185;.37682;Pseudomonadota
GCF_016126755.1;2638032;4954;.37879;Bacillota
GCF_016028815.1;2638236;5398;.35669;Bacillota
GCF_016127355.1;2247809;4584;.53922;Pseudomonadota
GCF_016127895.1;2352390;4429;.42228;Pseudomonadota
GCF_016126775.1;2590058;4886;.38002;Bacillota
GCF_016028835.1;2609417;5253;.35750;Bacillota
GCF_016415285.1;3281426;6456;.37985;Bacillota
GCF_016127375.1;2320814;4705;.38148;Bacillota
GCF_016127915.1;1929578;3758;.41507;Bacillota
GCF_016028855.1;2407463;4241;.71255;Actinomycetota
GCF_016415305.1;2210739;4057;.37701;Pseudomonadota
GCF_016126795.1;2705323;5060;.37826;Bacillota
GCF_016127395.1;2951249;5370;.58812;Actinomycetota
GCF_016415325.1;3221907;6246;.38042;Bacillota
GCF_016064595.1;7132115;13321;.65671;Pseudomonadota
GCF_016127415.1;6881636;12387;.66150;Pseudomonadota
GCF_016126815.2;5434566;10939;.60198;Pseudomonadota
GCF_016064815.1;4121572;7601;.38680;Pseudomonadota
GCF_016127435.1;5130655;9948;.52128;Pseudomonadota
GCF_016415345.1;3105774;6075;.38145;Bacillota
GCF_016126835.1;1885705;3663;.38824;Bacillota
GCF_016126855.1;5266129;10179;.54616;Pseudomonadota
GCF_016065215.1;2862535;5611;.33173;Bacillota
GCF_016415365.1;3181737;6203;.38054;Bacillota
GCF_016126875.1;4285409;8662;.46442;Bacillota
GCF_016065415.1;4268342;8881;.43672;Bacillota
GCF_016415385.1;3181738;6203;.38053;Bacillota
GCF_016126895.1;5053132;9195;.50398;Pseudomonadota
GCF_016065635.1;3982958;7829;.46710;Bacillota
GCF_016415405.1;3288699;6409;.37923;Bacillota
GCF_016066025.1;5537856;10752;.57147;Pseudomonadota
GCF_016126915.1;2729715;5021;.59656;Actinomycetota
GCF_000772025.1;2922093;5781;.32431;Bacillota
GCF_000772065.1;6113298;11503;.44914;Pseudomonadota
GCF_000772045.1;8377469;14980;.71234;Actinomycetota
GCF_000772085.1;3486848;6486;.71064;Actinomycetota
GCF_000772105.1;5609595;10300;.44449;Pseudomonadota
GCF_000772125.1;3924730;8035;.45252;Bacillota
GCF_000772145.1;1086363;1874;.39838;Chlamydiota
GCF_000772165.1;4009396;7719;.45872;Bacillota
GCF_000772185.1;1968844;3898;.37980;Bacillota
GCF_000772205.1;4031445;7830;.45949;Bacillota
GCF_000772225.1;1713089;3552;.30094;Campylobacterota
GCF_000772245.1;1818604;3515;.38009;Bacillota
GCF_000772485.1;2366741;3953;.59227;Actinomycetota
GCF_000772775.3;4977470;8799;.62542;Pseudomonadota
GCF_000775355.2;3979964;7254;.46906;Pseudomonadota
GCF_000772715.2;5127237;9110;.62464;Pseudomonadota
GCF_000775375.1;5766416;11252;.56483;Pseudomonadota
GCF_000775395.1;5931539;11647;.56287;Pseudomonadota
GCF_000775955.1;5182864;9995;.56919;Pseudomonadota
GCF_000775995.1;2741918;5002;.44030;Spirochaetota
GCF_000775975.1;5678454;11477;.34809;Bacillota
GCF_000782835.1;4130665;8462;.43289;Bacillota
GCF_000782855.1;2039016;4112;.35000;Bacillota
GCF_000783575.2;4128282;7625;.38282;Pseudomonadota
GCF_000783435.2;6979209;12914;.64158;Pseudomonadota
GCF_000783595.2;4094787;7522;.38370;Pseudomonadota
GCF_000783735.2;4865935;10056;.50020;Pseudomonadota
GCF_000783675.2;4937962;9598;.54950;
GCF_000783775.2;4574789;8352;.60927;Pseudomonadota
GCF_000783815.2;4846410;9355;.51524;Pseudomonadota
GCF_000783875.2;4004917;7274;.38307;Pseudomonadota
GCF_000783915.2;5314029;9909;.59139;Pseudomonadota
GCF_000783935.2;5896732;11065;.54942;Pseudomonadota
GCF_000783955.2;4050027;7597;.50471;Pseudomonadota
GCF_000783995.2;5324213;9888;.51179;Pseudomonadota
GCF_000784865.1;5008276;9555;.54300;Pseudomonadota
GCF_000784015.2;4156893;7714;.38426;Pseudomonadota
GCF_000784925.1;5629140;10968;.49783;Pseudomonadota
GCF_000784905.1;4989037;9510;.54359;Pseudomonadota
GCF_000784945.1;5589605;10906;.56497;Pseudomonadota
GCF_000784985.1;5552703;10933;.56596;Pseudomonadota
GCF_000785005.1;5542002;10778;.56559;Pseudomonadota
GCF_000785105.2;2122059;4122;.39290;Bacillota
GCF_000785495.1;5707827;11226;.71950;Actinomycetota
GCF_000785515.1;2216285;4160;.39651;Bacillota
GCF_000785705.2;5236750;9584;.51024;Pseudomonadota
GCF_000785555.1;3239864;6319;.38845;Bacillota
GCF_000785535.1;4650999;8371;.62012;Actinomycetota
GCF_000786425.1;4428509;8036;.43821;Pseudomonadota
GCF_000786505.1;4467534;8284;.64798;Actinomycetota
GCF_000786695.1;3669943;10130;.55510;Pseudomonadota
GCF_000786735.1;4018043;7713;.38520;Pseudomonadota
GCF_000787195.2;2200356;4335;.51084;Pseudomonadota
GCF_000788395.1;4876188;8851;.39468;Pseudomonadota
GCF_000788715.2;4112586;7603;.47028;Pseudomonadota
GCF_000789275.1;4268315;8867;.42977;Bacillota
GCF_000789295.1;4268060;8867;.42979;Bacillota
GCF_000789315.1;5790434;11749;.34739;Bacillota
GCF_000789335.1;1866778;3783;.45667;Thermotogota
GCF_000789375.1;1771778;3726;.45788;Thermotogota
GCF_000789355.1;3963537;7534;.27096;Bacillota
GCF_000789395.1;3380364;6547;.27905;Bacillota
GCF_000798935.2;3290831;6752;.46474;Bacillota
GCF_000800215.1;4615647;8905;.50177;Pseudomonadota
GCF_000800235.1;2222707;4373;.51013;Pseudomonadota
GCF_000800255.1;5151215;8960;.62680;Pseudomonadota
GCF_000800295.1;1647347;3072;.28260;Bacillota
GCF_000800315.1;2224133;4370;.51000;Pseudomonadota
GCF_000800335.1;2940807;5794;.37571;Bacillota
GCF_000800275.1;2206727;4330;.51088;Pseudomonadota
GCF_000800355.1;2226706;4363;.51001;Pseudomonadota
GCF_000800395.1;3575587;6767;.66579;Deinococcota
GCF_000800415.1;2210521;4355;.51040;Pseudomonadota
GCF_000800455.1;2400616;4093;.55431;Actinomycetota
GCF_000800475.2;2058107;3487;.62478;Actinomycetota
GCF_000800725.1;3983345;7300;.58391;Pseudomonadota
GCF_000800765.1;4615644;8905;.50177;Pseudomonadota
GCF_000800785.1;1207405;2167;.23657;Mycoplasmatota
GCF_000800825.1;3755250;7614;.41059;Bacillota
GCF_000801145.1;2461928;4568;.39767;Pseudomonadota
GCF_000801185.2;5108986;9798;.50025;Pseudomonadota
GCF_000801205.1;4694792;9029;.50163;Pseudomonadota
GCF_000801165.1;5058398;9773;.50087;Pseudomonadota
GCF_000801295.1;2630231;5165;.64253;Pseudomonadota
GCF_000801275.2;6401183;11478;.45177;Pseudomonadota
GCF_000801315.1;4414532;7631;.56833;Bacteroidota
GCF_000801755.2;4822653;9125;.55061;Pseudomonadota
GCF_000802245.2;7437901;12908;.69078;Actinomycetota
GCF_000803625.1;713953;1513;.43904;Candidatus Saccharibacteria
GCF_000803705.1;5653224;11203;.49842;Pseudomonadota
GCF_000803645.1;5267200;9894;.62964;Pseudomonadota
GCF_000803665.1;6826517;13857;.34510;Bacillota
GCF_000807175.1;4406292;8218;.29566;Bacillota
GCF_000807255.1;4406503;8216;.29566;Bacillota
